lang	file	raw	intermediate1	intermediate2	updated
afn	afn-005-073	tàà	t a a	taa	taa
afn	afn-005-074	òbò	o b o	obo	obo
afn	afn-005-075	ɔ̀ɔ̀	ɔ ɔ	ɔɔ	ɔɔ
afn	afn-005-076	óó	o o	oo	oo
afn	afn-005-077	òrò	o r o	oro	oro
afn	afn-005-078	tùò	t u o	tuo	tuo
afn	afn-005-079	túótùò	t u o t u o	tuotuo	tuotuo
afn	afn-005-080	ìdò	i d o	ido	ido
afn	afn-005-082	óbú	o b u	obu	obu
afn	afn-005-084	túúnɔ̀	t u u n ɔ	tuunɔ	tuunɔ
afn	afn-005-085	èbèrè	e b e r e	ebere	ebere
afn	afn-005-086	ɛ̀wɛ̀rɛ̀	ɛ w ɛ r ɛ	ɛwɛrɛ	ɛwɛrɛ
afn	afn-005-087	òfòrò	o f o r o	oforo	oforo
afn	afn-005-088	ɔ́sɔ́rɔ́	ɔ s ɔ r ɔ	ɔsɔrɔ	ɔsɔrɔ
afn	afn-005-089	sĩ̀ĩ̀	s ĩ ĩ	sĩĩ	sĩĩ
afn	afn-005-090	dɛ̃́ẽ́	d ɛ̃ ẽ	dɛ̃ẽ	dẽẽ
afn	afn-005-091	sã̀ã̀	s ã ã	sãã	sãã
afn	afn-005-093	sũ̀ũ̀	s ũ ũ	sũũ	sũũ
afn	afn-005-094	bṹṹ	b ũ ũ	bũũ	bũũ
afn	afn-005-095	ónúmá	o n u m a	onuma	onuma
afn	afn-005-096	ònúmá	o n u m a	onuma	onuma
afn	afn-005-097	ònùmà	o n u m a	onuma	onuma
afn	afn-005-098	ɛ́wɛ̀rɛ̀	ɛ w ɛ r ɛ	ɛwɛrɛ	ɛwɛrɛ
afn	afn-005-099	ɛ̀wɛ̀rɛ̀	ɛ w ɛ r ɛ	ɛwɛrɛ	ɛwɛrɛ
afn	afn-005-100	òkùnà	o k u n a	okuna	okuna
afn	afn-005-101	ókúná	o k u n a	okuna	okuna
afr	afr-000-000	bit	b i t	bit	bit
afr	afr-000-001	biət	b i ə t	biət	biət
afr	afr-000-003	bɑt	b ɑ t	bɑt	bɑt
afr	afr-000-004	bot	b o t	bot	bot
afr	afr-000-005	bʊk	b ʊ k	bʊk	bʊk
afr	afr-000-006	buə̯t	b u ə̯ t	buə̯t	buə̯t
afr	afr-000-007	bət	b ə t	bət	bət
afr	afr-000-008	bə̟i̯t	b ə̟ i̯ t	bə̟i̯t	bə̟i̯t
afr	afr-000-009	bʊ̟ɪt	b ʊ̟ ɪ t	bʊ̟ɪt	bʊ̟ɪt
afr	afr-000-010	bəton	b ə t o n	bəton	bəton
afr	afr-000-011	bətuən	b ə t u ə n	bətuən	bətuən
afr	afr-000-012	tɛ̞ːl	t ɛ̞ l	tɛ̞l	tɛ̞l
afr	afr-000-013	tiə̯l	t i ə̯ l	tiə̯l	tiə̯l
afr	afr-000-014	toɾ	t o ɾ	toɾ	toɾ
afr	afr-000-015	tuə̯ɾ	t u ə̯ ɾ	tuə̯ɾ	tuə̯ɾ
afr	afr-000-016	nʊ̠t	n ʊ̠ t	nʊ̠t	nʊ̠t
afr	afr-000-017	nyt	n y t	nyt	nyt
afr	afr-000-018	bɑs	b ɑ s	bɑs	bɑs
afr	afr-000-019	bɑːs	b ɑː s	bɑːs	bɑːs
afr	afr-000-020	bɑR'bɑːɾ	b ɑ b ɑː ɾ	bɑbɑːɾ	bɑbɑːɾ
afr	afr-000-021	rə̟i̯s	r ə̟ i̯ s	rə̟i̯s	rə̟i̯s
afr	afr-000-022	rə̟i̯s	r ə̟ i̯ s	rə̟i̯s	rə̟i̯s
afr	afr-000-023	uə̯ɾə	u ə̯ ɾ ə	uə̯ɾə	uə̯ɾə
afr	afr-000-024	kuə̯p	k u ə̯ p	kuə̯p	kuə̯p
afr	afr-000-025	skyr	s k y r	skyr	skyr
afr	afr-000-026	skɛ̞ɾf	s k ɛ̞ ɾ f	skɛ̞ɾf	skɛ̞ɾf
afr	afr-000-027	skɛ̞ːɾ	s k ɛ̞ ɾ	skɛ̞ɾ	skɛ̞ɾ
afr	afr-000-028	skɑːɾə	s k ɑː ɾ ə	skɑːɾə	skɑːɾə
afr	afr-000-029	skoɾ	s k o ɾ	skoɾ	skoɾ
afr	afr-000-030	skuə̯ɾ	s k u ə̯ ɾ	skuə̯ɾ	skuə̯ɾ
afr	afr-000-031	skəɾf	s k ə ɾ f	skəɾf	skəɾf
afr	afr-000-032	bə̟i̯	b ə̟ i̯	bə̟i̯	bə̟i̯
afr	afr-000-033	pə̟i̯	p ə̟ i̯	pə̟i̯	pə̟i̯
afr	afr-000-034	də̟i̯	d ə̟ i̯	də̟i̯	də̟i̯
afr	afr-000-035	tə̟i̯	t ə̟ i̯	tə̟i̯	tə̟i̯
afr	afr-000-036	və̟i̯	v ə̟ i̯	və̟i̯	və̟i̯
afr	afr-000-037	wə̟i̯	w ə̟ i̯	wə̟i̯	wə̟i̯
afr	afr-000-038	ɦə̟i̯	ɦ ə̟ i̯	ɦə̟i̯	ɦə̟i̯
afr	afr-000-039	Rə̟i̯	ə̟ i̯	ə̟i̯	ə̟i̯
afr	afr-000-040	jə̟i̯	j ə̟ i̯	jə̟i̯	jə̟i̯
afr	afr-000-041	lə̟i̯	l ə̟ i̯	lə̟i̯	lə̟i̯
afr	afr-000-042	ə̟i̯l	ə̟ i̯ l	ə̟i̯l	ə̟i̯l
afr	afr-000-043	ə̟i̯k	ə̟ i̯ k	ə̟i̯k	ə̟i̯k
afr	afr-000-044	ə̟i̯s	ə̟ i̯ s	ə̟i̯s	ə̟i̯s
afr	afr-000-045	pɑːpi	p ɑː p i	pɑːpi	pɑːpi
afr	afr-000-046	pɑpʰi	p ɑ pʰ i	pɑpʰi	pɑpʰi
afr	afr-000-047	pɑs	p ɑ s	pɑs	pɑs
afr	afr-000-048	pɑːs	p ɑː s	pɑːs	pɑːs
afr	afr-000-049	bɑɾ	b ɑ ɾ	bɑɾ	bɑɾ
afr	afr-000-050	bɑːɾ	b ɑː ɾ	bɑːɾ	bɑːɾ
afr	afr-000-051	Rɑt	ɑ t	ɑt	ɑt
afr	afr-000-052	Rɑːt	ɑː t	ɑːt	ɑːt
afr	afr-000-053	dɑːχləks	d ɑː χ l ə k s	dɑːχləks	dɑːχləks
afr	afr-000-054	dɑχləχ	d ɑ χ l ə χ	dɑχləχ	dɑχləχ
afr	afr-000-055	dɑl	d ɑ l	dɑl	dɑl
afr	afr-000-056	dɑːl	d ɑː l	dɑːl	dɑːl
afr	afr-000-057	lɛ̞ː	l ɛ̞	lɛ̞	lɛ̞
afr	afr-000-058	lɑː	l ɑː	lɑː	lɑː
afr	afr-000-059	Rui	u i	ui	ui
afr	afr-000-060	Rɔːi	ɔː i	ɔːi	ɔːi
afr	afr-000-061	bɑːi̯ki	b ɑː i̯ k i	bɑːi̯ki	bɑːi̯ki
afr	afr-000-062	bɑːiːki	b ɑː iː k i	bɑːiːki	bɑːiːki
afr	afr-000-063	biki	b i k i	biki	biki
afr	afr-000-064	biɛŋki	b i ɛ ŋ k i	biɛŋki	biɛŋki
afr	afr-000-065	bɛi̯ki	b ɛ i̯ k i	bɛi̯ki	bɛi̯ki
afr	afr-000-066	bə̟i̯ki	b ə̟ i̯ k i	bə̟i̯ki	bə̟i̯ki
afr	afr-000-067	bɛ̞ki	b ɛ̞ k i	bɛ̞ki	bɛ̞ki
afr	afr-000-068	ɦʊ̟i̯s	ɦ ʊ̟ i̯ s	ɦʊ̟i̯s	ɦʊ̟i̯s
afr	afr-000-069	ʊ̟i̯	ʊ̟ i̯	ʊ̟i̯	ʊ̟i̯
afr	afr-000-070	ʊ̟i̯t	ʊ̟ i̯ t	ʊ̟i̯t	ʊ̟i̯t
afr	afr-000-071	bʊ̟i̯t	b ʊ̟ i̯ t	bʊ̟i̯t	bʊ̟i̯t
afr	afr-000-072	Rʊ̟i̯t	ʊ̟ i̯ t	ʊ̟i̯t	ʊ̟i̯t
afr	afr-000-073	syr	s y r	syr	syr
afr	afr-000-074	fyr	f y r	fyr	fyr
afr	afr-000-075	myr	m y r	myr	myr
afr	afr-000-076	dyr	d y r	dyr	dyr
afr	afr-000-077	bɑːs	b ɑː s	bɑːs	bɑːs
afr	afr-000-078	pɑːs	p ɑː s	pɑːs	pɑːs
afr	afr-000-079	bɑs	b ɑ s	bɑs	bɑs
afr	afr-000-080	pɑs	p ɑ s	pɑs	pɑs
afr	afr-000-081	bɑt	b ɑ t	bɑt	bɑt
afr	afr-000-083	bɑːɾ	b ɑː ɾ	bɑːɾ	bɑːɾ
afr	afr-000-084	pɑːɾ	p ɑː ɾ	pɑːɾ	pɑːɾ
afr	afr-000-085	pɑːp	p ɑː p	pɑːp	pɑːp
afr	afr-000-086	pɑpʰi	p ɑ pʰ i	pɑpʰi	pɑpʰi
afr	afr-000-087	dɑl	d ɑ l	dɑl	dɑːl
afr	afr-000-088	tɑl	t ɑ l	tɑl	tɑl
afr	afr-000-089	dɑːl	d ɑː l	dɑːl	dɑːl
afr	afr-000-090	tɑːl	t ɑː l	tɑːl	tɑːl
afr	afr-000-091	dɑχ	d ɑ χ	dɑχ	dɑχ
afr	afr-000-092	tɑχ	t ɑ χ	tɑχ	tɑχ
afr	afr-000-093	dɑk	d ɑ k	dɑk	dɑk
afr	afr-000-095	fɾis	f ɾ i s	fɾis	fɾis
afr	afr-000-096	fɾis	f ɾ i s	fɾis	fɾis
afr	afr-000-097	fɛl	f ɛ l	fɛl	fɛl
afr	afr-000-098	fɛl	f ɛ l	fɛl	fɛl
afr	afr-000-099	fɑt	f ɑ t	fɑt	fɑt
afr	afr-000-100	fɑt	f ɑ t	fɑt	fɑt
afr	afr-000-101	χladə	χ l a d ə	χladə	χladə
afr	afr-000-102	χlat	χ l a t	χlat	χlat
afr	afr-000-103	bɛt	b ɛ t	bɛt	bɛt
afr	afr-000-104	bɛt	b ɛ t	bɛt	bɛt
afr	afr-000-106	bot	b o t	bot	bot
afr	afr-000-108	Rəbə	ə b ə	əbə	əbə
afr	afr-000-109	zuːm	z uː m	zuːm	zuːm
afr	afr-000-110	dɑχ	d ɑ χ	dɑχ	dɑχ
afr	afr-000-111	dɑk	d ɑ k	dɑk	dɑk
afr	afr-000-113	tʃɑp	t͡ʃ ɑ p	t͡ʃɑp	t͡ʃɑp
afr	afr-000-114	bɑ'χɑsi	b ɑ χ ɑ s i	bɑχɑsi	bɑχɑsi
afr	afr-000-115	bɑχər	b ɑ χ ə r	bɑχər	bɑχər
afr	afr-000-116	ɛrχ	ɛ r χ	ɛrχ	ɛrχ
afr	afr-000-117	ɛrgeɾ	ɛ r q̠ e ɾ	ɛrq̠eɾ	ɛrɡeɾ
afr	afr-000-118	bɛrɾgə	b ɛ r ɾ q̠ ə	bɛrɾq̠ə	bɛrɾɡə
afr	afr-000-119	gwɑɾ	q̠ w ɑ ɾ	q̠wɑɾ	ɡwɑɾ
afr	afr-000-120	χɑɾs	χ ɑ ɾ s	χɑɾs	χɑɾs
afr	afr-000-121	səŋ	s ə ŋ	səŋ	səŋ
afr	afr-000-122	dɨŋk	d ɨ ŋ k	dɨŋk	dɨŋk
afr	afr-000-123	vɑːi̯ŋki	v ɑː i̯ ŋ k i	vɑːi̯ŋki	vɑːi̯ŋki
afr	afr-000-124	mɑːi̯ŋki	m ɑː i̯ ŋ k i	mɑːi̯ŋki	mɑːi̯ŋki
agx	agx-000-001	ʕan	ʕ a n	ʕan	ʕan
agx	agx-000-002	ʕamkʼʲ	ʕ a m kʼʲ	ʕamkʼʲ	ʕamkʼʲ
agx	agx-000-003	ʕar	ʕ a r	ʕar	ʕar
agx	agx-000-004	qʷaʕánaj	qʷ a ʕ a n a j	qʷaʕanaj	qʷaʕanaj
agx	agx-000-005	ʕad	ʕ a d	ʕad	raʕ
agx	agx-000-006	raʕ	r a ʕ	raʕ	ʕal
agx	agx-000-008	ac̄̌aʕas	a c a ʕ a s	acaʕas	at͡ʃaʕas
agx	agx-000-009	ʕat̄áʕas	ʕ a t a ʕ a s	ʕataʕas	ʕataʕas
agx	agx-000-010	χalmaʕa	χ a l m a ʕ a	χalmaʕa	χalmaʕa
agx	agx-000-011	ʕaj	ʕ a j	ʕaj	ʕaj
agx	agx-000-012	ʕarčaban	ʕ a r c a b a n	ʕarcaban	ʕartʃaban
agx	agx-000-013	ʕadúlf	ʕ a d u l f	ʕadulf	ʕadulf
agx	agx-000-014	ʕarxas	ʕ a r x a s	ʕarxas	ʕarxas
agx	agx-000-015	muʕ	m u ʕ	muʕ	muʕ
agx	agx-000-016	ʡürʡäf	ü r ä f	üräf	ʡyrʡæf
agx	agx-000-017	ħarúd	ħ a r u d	ħarud	ħarud
agx	agx-000-018	ħaw	ħ a w	ħaw	ħaw
agx	agx-000-019	ħa	ħ a	ħa	ħa
agx	agx-000-021	ħač	ħ a c	ħac	ħat͡ʃ
agx	agx-000-022	ħan	ħ a n	ħan	ħan
agx	agx-000-023	raħ	r a ħ	raħ	raħ
agx	agx-000-024	ħar	ħ a r	ħar	ħar
agx	agx-000-025	ħar	ħ a r	ħar	ħar
agx	agx-000-026	ħaw	ħ a w	ħaw	ħaw
agx	agx-000-027	ħad	ħ a d	ħad	ħad
agx	agx-000-028	ħadar	ħ a d a r	ħadar	ħadar
agx	agx-000-029	jarħas	j a r ħ a s	jarħas	jarħas
agx	agx-000-030	ħarxas	ħ a r x a s	ħarxas	ħarxas
agx	agx-000-031	ʁarħas	ʁ a r ħ a s	ʁarħas	ruħas
agx	agx-000-033	uħas	u ħ a s	uħas	uħas
agx	agx-000-034	muħ	m u ħ	muħ	muħ
agx	agx-000-036	ʜäjwan	ä j w a n	äjwan	ʜæjwan
agx	agx-000-037	ʜärčaj	ä r c a j	ärcaj	ʜært͡ʃaj
agx	agx-000-038	ʜäčʰ	ä c	äc	ʜæt͡ʃʰ
agx	agx-000-039	ʜäjaɡ	ä j a ɡ	äjaɡ	ʜæjaɡ
agx	agx-000-040	mäʜ	m ä	mä	mæʜ
agx	agx-000-041	čʼʷäʜ	c ä	cä	t͡ʃʷæʜær
agx	agx-000-042	cʼäʜ	cʼ ä	cʼä	t͡sæʜ
agx	agx-000-044	ʜül	ü l	ül	ʜyl
agx	agx-000-045	ʡašʷ	a s	as	ʡaʃʷ
agx	agx-000-046	ʡawancʼaj	a w a n cʼ a j	awancʼaj	ʡawant͡saj
agx	agx-000-047	ʡard	a r d	ard	ʡard
agx	agx-000-048	ʡaj	a j	aj	ʡaj
agx	agx-000-049	ʡaw	a w	aw	ʡaw
agx	agx-000-050	ʡal	a l	al	ʡal
agx	agx-000-051	laʡ	l a	la	laʡ
agx	agx-000-053	ʡad	a d	ad	ʡad
agx	agx-000-054	ʡasef	a s e f	asef	ʡasef
agx	agx-000-055	ʡaːref	aː r e f	aːref	ʡaːref
agx	agx-000-056	ʡarcʼulf	a r cʼ u l f	arcʼulf	ʡart͡sulf
agx	agx-000-058	ʡašuf	a s u f	asuf	ʡaʃuf
agx	agx-000-059	leʡin	l e i n	lein	leʡin
agx	agx-000-060	baʡ	b a	ba	baʡ
agx	agx-000-061	baʡaj	b a a j	baaj	baʡaj
agx	agx-000-062	jaʡ	j a	ja	jaʡ
agx	agx-000-063	ʡäšas	ä s a s	äsas	ʡæʃas
agx	agx-000-064	ʡäčʼinurkʼ	ä c i n u r kʼ	äcinurkʼ	ʡæt͡ʃinurkʼ
agx	agx-000-065	ʡürʡäf	ü r ä f	üräf	ʡyrʡæf
agx	agx-000-066	märʡ	m ä r	mär	mærʡ
agx	agx-000-067	ʡäɡʷ	ä ɡʷ	äɡʷ	ʡæɡʷ
agx	agx-000-068	ʡäkʰʷ	ä kʰʷ	äkʰʷ	ʡækʰʷ
agx	agx-000-069	ʡärʡäf	ä r ä f	äräf	ʡærʡæf
agx	agx-000-070	ʡäbab	ä b a b	äbab	ʡæbab
agx	agx-000-073	ʡüj	ü j	üj	ʡyʃ
agx	agx-000-076	čʼiˁ̠w	c i w	ciw	sæʡ
agx	agx-000-077	jarčʼuˁ̠d	j a r c u d	jarcud	jart͡ʃuˁ̠d
agx	agx-000-080	c̄̌aˁ̠m	c a m	cam	t͡ʃ ̄aˤ̱m
agx	agx-000-081	maˁ̠rt̄ef	m a r t e f	martef	maˤ̱rt̄ef
agx	agx-000-082	mäˁ̠leqʰʷˤ	m ä l e qʰʷ	mäleqʰʷ	mæˤ̱leqʰʷˤ
agx	agx-000-083	mäˁ̠qʰʷˤ	m ä qʰʷ	mäqʰʷ	mæˤ̱qʰʷˤ
agx	agx-000-084	baˁ̠ɡniš	b a ɡ n i s	baɡnis	baˤ̱ɡniʃ
agx	agx-000-085	pʼaˁ̠ǯ	pʼ a ʒ	pʼaʒ	pʼaˤ̱d͡ʒ
ajp	ajp-002-000	ʃɒʕɒɾə	ʃ ɒ ʕ ɒ ɾ ə	ʃɒʕɒɾə	ʃɒʕɒɾə
ajp	ajp-002-001	kʰɛsəbə	kʰ ɛ s ə b ə	kʰɛsəbə	kʰɛsəbə
ajp	ajp-002-002	d̪ɒrɒsɒ	d̪ ɒ r ɒ s ɒ	d̪ɒrɒsɒ	d̪ɒrɒsɒ
ajp	ajp-002-003	ħɒɾɒsɒ	ħ ɒ ɾ ɒ s ɒ	ħɒɾɒsɒ	ħɒɾɒsɒ
ajp	ajp-002-004	ṭʰɑɩbɒ	t ɑ b ɒ	tɑbɒ	tʰɑɪbɒ
ajp	ajp-002-005	lɑiʕbɒ	l ɑ i ʕ b ɒ	lɑiʕbɒ	lɑiʕbɒ
ajp	ajp-002-006	xːɔð̣ɒ	xː ɔ ð ɒ	xːɔðɒ	xːɔðɒ
ajp	ajp-002-007	xːɔtɒ	xː ɔ t ɒ	xːɔtɒ	xːɔtɒ
ajp	ajp-002-008	qɔlɩb	q ɔ l b	qɔlb	qɔlɪb
ajp	ajp-002-009	ṭɔlɩb	t ɔ l b	tɔlb	tɔlɪb
ajp	ajp-002-010	qɔlɒ	q ɔ l ɒ	qɔlɒ	qɔlɒ
ajp	ajp-002-011	kʰælɒ	kʰ æ l ɒ	kʰælɒ	kʰælɒ
ajp	ajp-002-012	kʰæl̪ɒ	kʰ æ l̪ ɒ	kʰæl̪ɒ	kʰæl̪ɒ
ajp	ajp-002-013	qɔlɒ	q ɔ l ɒ	qɔlɒ	qɔlɒ
ajp	ajp-002-014	fɒx	f ɒ x	fɒx	fɒx
ajp	ajp-002-017	fɒx	f ɒ x	fɒx	fɒx
ajp	ajp-002-018	n̪ɒħɒbɒ	n̪ ɒ ħ ɒ b ɒ	n̪ɒħɒbɒ	n̪ɒħɒbɒ
ajp	ajp-002-019	ðɒħɒbɒ	ð ɒ ħ ɒ b ɒ	ðɒħɒbɒ	ðɒħɒbɒ
ajp	ajp-002-020	kʰɛɾɒbɒ	kʰ ɛ ɾ ɒ b ɒ	kʰɛɾɒbɒ	kʰɛɾɒbɒ
ajp	ajp-002-021	kʰɛsibɑ	kʰ ɛ s i b ɑ	kʰɛsibɑ	kʰɛsibɑ
ajp	ajp-002-022	bəzːɒ	b ə zː ɒ	bəzːɒ	bəzːɒ
ajp	ajp-002-023	bɒθːɒ	b ɒ θː ɒ	bɒθːɒ	bɒθːɒ
ajp	ajp-002-024	ziyɒːd̪	z i y ɒː d̪	ziyɒːd̪	zijɒːd̪
ajp	ajp-002-026	muħɾ	m u ħ ɾ	muħɾ	muħɾ
ajp	ajp-002-027	ðuʲħɾ	ð u ħ ɾ	ðuħɾ	ðuħɾ
ajp	ajp-002-028	mɒħɒlɒ	m ɒ ħ ɒ l ɒ	mɒħɒlɒ	mɒħɒlɒ
ajp	ajp-002-029	s̱̣ɔħɒlɒ	s ɔ ħ ɒ l ɒ	sɔħɒlɒ	sɔħɒlɒ
ajp	ajp-002-030	bɑːb	b ɑː b	bɑːb	bɑːb
ajp	ajp-002-031	ʃɑːb	ʃ ɑː b	ʃɑːb	ʃɑːb
ajp	ajp-002-033	ɣɒːbɒ	ɣ ɒː b ɒ	ɣɒːbɒ	ɣɒːbɒ
ajp	ajp-002-034	ɣɒːbɒ	ɣ ɒː b ɒ	ɣɒːbɒ	ɣɒːbɒ
ajp	ajp-002-035	xɒːbɒ	x ɒː b ɒ	xɒːbɒ	xɒːbɒ
ajp	ajp-002-036	ɣɒːbɒ	ɣ ɒː b ɒ	ɣɒːbɒ	xɒːbɒ
ajp	ajp-002-037	ʕɒːbɒ	ʕ ɒː b ɒ	ʕɒːbɒ	ʕɒːbɒ
ajp	ajp-002-038	ḥælɒbɒ	h æ l ɒ b ɒ	hælɒbɒ	hælɒbɒ
ajp	ajp-002-039	ʒɒlɒbɒ	ʒ ɒ l ɒ b ɒ	ʒɒlɒbɒ	ʒɒlɒbɒ
ajp	ajp-002-040	qɒːlɒ	q ɒː l ɒ	qɒːlɒ	qɒːlɒ
ajp	ajp-002-041	ḥælɒ	h æ l ɒ	hælɒ	hælɒ
ajp	ajp-002-042	ḥæmil	h æ m i l	hæmil	hæmil
ajp	ajp-002-043	dʒɑmil	d͡ʒ ɑ m i l	d͡ʒɑmil	d͡ʒɑmil
ajp	ajp-002-044	qɒːlɒ	q ɒː l ɒ	qɒːlɒ	qɒːlɒ
ajp	ajp-002-045	mɑlɑ	m ɑ l ɑ	mɑlɑ	mɑlɑ
ajp	ajp-002-046	qɒːmɒ	q ɒː m ɒ	qɒːmɒ	qɒːmɒ
ajp	ajp-002-047	næːmɒ	n æː m ɒ	næːmɒ	næːmɒ
ajp	ajp-002-048	ʕɒbisɒ	ʕ ɒ b i s ɒ	ʕɒbisɒ	ʕɒbisɒ
ajp	ajp-002-049	lɒbisɒ	l ɒ b i s ɒ	lɒbisɒ	lɒbisɒ
ajp	ajp-002-050	d̪jũːn	d̪ j ũː n	d̪jũːn	d̪jũːn
ajp	ajp-002-052	qɒʕɒd̪ɒ	q ɒ ʕ ɒ d̪ ɒ	qɒʕɒd̪ɒ	qɒʕɒd̪ɒ
ajp	ajp-002-053	uwɒʕɒd̪ɒ	u w ɒ ʕ ɒ d̪ ɒ	uwɒʕɒd̪ɒ	uwɒʕɒd̪ɒ
ajp	ajp-002-054	d̪ɒɾɒsɒ	d̪ ɒ ɾ ɒ s ɒ	d̪ɒɾɒsɒ	d̪ɒɾɒsɒ
ajp	ajp-002-056	d̪ɒɾɒsɒ	d̪ ɒ ɾ ɒ s ɒ	d̪ɒɾɒsɒ	d̪ɒɾɒsɒ
aka	aka-007-002	pʰɛɪ	pʰ ɛ ɪ	pʰɛɪ	pʰɛɪ
aka	aka-007-004	pʸe	p e	pe	pe
aka	aka-007-005	pʰɪtsɛ̃	pʰ ɪ t s ɛ̃	pʰɪtsɛ̃	pʰɪtsɛ̃
aka	aka-007-007	mpʰua	m pʰ u a	mpʰua	mpʰua
aka	aka-007-008	pʰʊ	pʰ ʊ	pʰʊ	pʰʊ
aka	aka-007-009	ipʰo	i pʰ o	ipʰo	ipʰo
aka	aka-007-010	apʰɔncɪ̃	a pʰ ɔ n c ɪ̃	apʰɔncɪ̃	apʰɔncɪ̃
aka	aka-007-011	ba	b a	ba	ba
aka	aka-007-012	abʸɛn	a b ɛ n	abɛn	abʲɛn
aka	aka-007-014	bɪr	b ɪ r	bɪr	bɪr
aka	aka-007-015	bir	b i r	bir	bir
aka	aka-007-016	ibiru	i b i r u	ibiru	ibiru
aka	aka-007-017	bʊr	b ʊ r	bʊr	bʊr
aka	aka-007-018	bʊsʊm	b ʊ s ʊ m	bʊsʊm	bʊsʊm
aka	aka-007-019	bɔr	b ɔ r	bɔr	bɔr
aka	aka-007-020	obi	o b i	obi	obi
aka	aka-007-021	atˢa	a t a	ata	atˢa
aka	aka-007-022	tˢɛsɛ̃	t ɛ s ɛ̃	tɛsɛ̃	tsɪn
aka	aka-007-025	tsɪ	t s ɪ	tsɪ	tsɪ
aka	aka-007-026	tsi	t s i	tsi	tsi
aka	aka-007-027	tˢu	t u	tu	tˢu
aka	aka-007-028	tˢʊ	t ʊ	tʊ	tˢʊ
aka	aka-007-029	tˢɔ	t ɔ	tɔ	tˢɔ
aka	aka-007-030	da	d a	da	da
aka	aka-007-031	dɛm	d ɛ m	dɛm	dɛm
aka	aka-007-032	dzɪ	d z ɪ	dzɪ	dzɪ
aka	aka-007-033	dzi	d z i	dzi	dzi
aka	aka-007-034	du	d u	du	du
aka	aka-007-035	dʊ	d ʊ	dʊ	dʊ
aka	aka-007-036	dɔ	d ɔ	dɔ	dɔ
aka	aka-007-037	dodocˢe	d o d o c e	dodoce	dodocˢe
aka	aka-007-038	kʰan	kʰ a n	kʰan	kʰan
aka	aka-007-040	kʰetˢekʰe	kʰ e t e kʰ e	kʰetekʰe	kʰetˢekʰe
aka	aka-007-041	kʰɪkʰa	kʰ ɪ kʰ a	kʰɪkʰa	kʰɪkʰa
aka	aka-007-042	kʰitˢa	kʰ i t a	kʰita	kʰitˢa
aka	aka-007-043	kʰuw	kʰ u w	kʰuw	kʰuw
aka	aka-007-044	kʰʊ	kʰ ʊ	kʰʊ	kʰʊ
aka	aka-007-045	kʰɔ	kʰ ɔ	kʰɔ	kʰɔ
apc	apc-005-000	bæːb	b æː b	bæːb	bæːb
apc	apc-005-001	t̪iːn	t̪ iː n	t̪iːn	t̪iːn
apc	apc-005-002	t̴̴iːɯn	t iː ɯ n	tiːɯn	t̴iːɯn
apc	apc-005-003	d̪arb	d̪ a r b	d̪arb	d̪arb
apc	apc-005-005	kalb	k a l b	kalb	kalb
apc	apc-005-006	ʔalb̥	ʔ a l b	ʔalb	ʔalb
apc	apc-005-007	ˈʌmar	ʌ m a r	ʌmar	ʌmar
apc	apc-005-008	ˈsæbəb	s æ b ə b	sæbəb	sæbəb
apc	apc-005-009	ˈsɛbbəb	s ɛ b b ə b	sɛbbəb	sɛbbəb
apc	apc-005-010	ˈræt̪ɪb	r æ t̪ ɪ b	ræt̪ɪb	ræt̪ɪb
apc	apc-005-011	ˈræt̪t̪əb	r æ t̪ t̪ ə b	ræt̪t̪əb	ræt̪t̪əb
apc	apc-005-012	ˈrʊt̴ɪb	r ʊ t ɪ b	rʊtɪb	rʊt̴ɪb
apc	apc-005-013	ˈbat̴əl	b a t ə l	batəl	bat̴əl
apc	apc-005-015	ˈhæd̪əmə	h æ d̪ ə m ə	hæd̪əmə	hæd̪əmə
apc	apc-005-016	ˈhæd̪d̪əmə	h æ d̪ d̪ ə m ə	hæd̪d̪əmə	hæd̪d̪əmə
apc	apc-005-017	ˈfæːd̪i	f æː d̪ i	fæːd̪i	fæːd̪i
apc	apc-005-018	ˈfaːi	f aː i	faːi	faːd̴i
apc	apc-005-019	ˈfaːə	f aː ə	faːə	faːd̴d̴ə
apc	apc-005-020	ˈfækərə	f æ k ə r ə	fækərə	fækərə
apc	apc-005-021	ˈfækkərə	f æ k k ə r ə	fækkərə	fækkərə
apc	apc-005-022	ˈnɛkɜr	n ɛ k ɜ r	nɛkɜr	nɛkɜr
apc	apc-005-023	ˈnaʔar	n a ʔ a r	naʔar	naʔar
apc	apc-005-024	ˈfɑʔɜr	f ɑ ʔ ɜ r	fɑʔɜr	fɑʔɜr
apc	apc-005-025	ˈfaʔʔar	f a ʔ ʔ a r	faʔʔar	faʔʔar
apc	apc-005-026	ˈfaʔir	f a ʔ i r	faʔir	faʔir
apc	apc-005-027	d̪ɪbb	d̪ ɪ b b	d̪ɪbb	d̪ɪbb
apc	apc-005-028	bæːt̪t̪	b æː t̪ t̪	bæːt̪t̪	bæːt̪t̪
apc	apc-005-029	bɑːt̴	b ɑː t	bɑːt	bɑːt̴
apc	apc-005-031	mʊˈfɨː	m ʊ f ɨː	mʊfɨː	mʊfɨː
apc	apc-005-032	t̪əˈmællæk	t̪ ə m æ l l æ k	t̪əmællæk	t̪əmællæk
